Label_id,Text_id,Analysis,Date,Test_number,Replicate_count,batch,carbon_percent,chns_mass,config_asman_id,config_filename,container_number,datafile_asman_id,datafile_filename,hydrogen_percent,mass,method_asman_id,method_filename,nitrogen_percent,sulfur_percent,summary_asman_id,summary_filename
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-12 01:06:22,110451491,0,f096b56b-9515-40cf-bbe4-d6d1189c0842,3.34999990463257,10.7976,45978111,IODP_CHNS_339_U1391A-batch1.eam,5,45978141,U1525A_run2_wtpct.XLS,0,10.7976,45961851,374_method.mth,0.180000007152557,0,45961861,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-12 00:57:14,110451481,0,f096b56b-9515-40cf-bbe4-d6d1189c0842,3.34999990463257,21.4571,45978111,IODP_CHNS_339_U1391A-batch1.eam,7,45978141,U1525A_run2_wtpct.XLS,0,21.4571,45961851,374_method.mth,0.180000007152557,0,45961861,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-12 00:48:28,110451271,0,f096b56b-9515-40cf-bbe4-d6d1189c0842,3.34999990463257,14.1488,45978111,IODP_CHNS_339_U1391A-batch1.eam,6,45978141,U1525A_run2_wtpct.XLS,0,14.1488,45961851,374_method.mth,0.180000007152557,0,45961861,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-12 00:36:36,110451261,0,f096b56b-9515-40cf-bbe4-d6d1189c0842,3.34999990463257,3.4992,45978111,IODP_CHNS_339_U1391A-batch1.eam,3,45978141,U1525A_run2_wtpct.XLS,0,3.4992,45961851,374_method.mth,0.180000007152557,0.400000005960464,45961861,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-12 00:18:29,110451251,0,f096b56b-9515-40cf-bbe4-d6d1189c0842,3.34999990463257,4.7138,45978111,IODP_CHNS_339_U1391A-batch1.eam,4,45978141,U1525A_run2_wtpct.XLS,0,4.7138,45961851,374_method.mth,0.180000007152557,0,45961861,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-08 17:30:04,110394091,0,64b040c9-d8a0-4c4d-a9ef-dc67789115df,3.3525,11.5773,45731461,IODP_CHNS_339_U1391A-batch1.eam,43,45957721,374_U1524_run2_wtpct_upload.XLS,0,11.5773,45957701,374_method.mth,0.1764,0,45957711,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-08 03:21:59,110369091,0,64b040c9-d8a0-4c4d-a9ef-dc67789115df,3.3757,12.7986,45731461,IODP_CHNS_339_U1391A-batch1.eam,20,45957721,374_U1524_run2_wtpct_upload.XLS,0,12.7986,45957701,374_method.mth,0.1828,0,45957711,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-08 00:49:35,110363271,0,64b040c9-d8a0-4c4d-a9ef-dc67789115df,3.3500,19.3295,45731461,IODP_CHNS_339_U1391A-batch1.eam,7,45957721,374_U1524_run2_wtpct_upload.XLS,0,19.3295,45957701,374_method.mth,0.1800,0,45957711,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-08 00:41:27,110363151,0,64b040c9-d8a0-4c4d-a9ef-dc67789115df,3.3500,15.0718,45731461,IODP_CHNS_339_U1391A-batch1.eam,6,45957721,374_U1524_run2_wtpct_upload.XLS,0,15.0718,45957701,374_method.mth,0.1800,0,45957711,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-08 00:33:10,110362631,0,64b040c9-d8a0-4c4d-a9ef-dc67789115df,3.3500,11.6049,45731461,IODP_CHNS_339_U1391A-batch1.eam,5,45957721,374_U1524_run2_wtpct_upload.XLS,0,11.6049,45957701,374_method.mth,0.1800,0,45957711,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-08 00:23:53,110362581,0,64b040c9-d8a0-4c4d-a9ef-dc67789115df,3.3500,7.5214,45731461,IODP_CHNS_339_U1391A-batch1.eam,4,45957721,374_U1524_run2_wtpct_upload.XLS,0,7.5214,45957701,374_method.mth,0.1800,0,45957711,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-08 00:06:41,110362221,0,64b040c9-d8a0-4c4d-a9ef-dc67789115df,3.3500,1.4268,45731461,IODP_CHNS_339_U1391A-batch1.eam,3,45957721,374_U1524_run2_wtpct_upload.XLS,0,1.4268,45957701,374_method.mth,0.1800,0,45957711,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-06 20:37:08,110323001,0,e5b3aa41-fcd7-4dd6-a8f2-d7ecd1cffee2,3.34723615646362,12.8713,45731461,IODP_CHNS_339_U1391A-batch1.eam,52,45853681,374_U1524_run1_wtpct.XLS,0,12.8713,45684261,374_method.mth,0.174252852797508,0,45731481,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-06 18:30:18,110321991,0,e5b3aa41-fcd7-4dd6-a8f2-d7ecd1cffee2,3.31880331039429,11.8274,45731461,IODP_CHNS_339_U1391A-batch1.eam,39,45853681,374_U1524_run1_wtpct.XLS,0,11.8274,45684261,374_method.mth,0.171545043587685,0,45731481,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-06 11:44:28,110306681,0,e5b3aa41-fcd7-4dd6-a8f2-d7ecd1cffee2,3.30533504486084,12.3076,45731461,IODP_CHNS_339_U1391A-batch1.eam,22,45853681,374_U1524_run1_wtpct.XLS,0,12.3076,45684261,374_method.mth,0.177012339234352,0,45731481,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-05 21:10:14,110273511,0,e5b3aa41-fcd7-4dd6-a8f2-d7ecd1cffee2,3.34999990463257,20.2549,45731461,IODP_CHNS_339_U1391A-batch1.eam,7,45853681,374_U1524_run1_wtpct.XLS,0,20.2549,45684261,374_method.mth,0.180000007152557,0,45731481,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-05 20:55:52,110272311,0,e5b3aa41-fcd7-4dd6-a8f2-d7ecd1cffee2,3.34999990463257,14.5158,45731461,IODP_CHNS_339_U1391A-batch1.eam,6,45853681,374_U1524_run1_wtpct.XLS,0,14.5158,45684261,374_method.mth,0.180000007152557,0,45731481,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-05 20:46:13,110272181,0,e5b3aa41-fcd7-4dd6-a8f2-d7ecd1cffee2,3.34999990463257,5.1489,45731461,IODP_CHNS_339_U1391A-batch1.eam,4,45853681,374_U1524_run1_wtpct.XLS,0,5.1489,45684261,374_method.mth,0.180000007152557,0,45731481,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-05 20:36:26,110272061,0,e5b3aa41-fcd7-4dd6-a8f2-d7ecd1cffee2,3.34999990463257,9.0758,45731461,IODP_CHNS_339_U1391A-batch1.eam,5,45853681,374_U1524_run1_wtpct.XLS,0,9.0758,45684261,374_method.mth,0.180000007152557,0,45731481,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-05 20:27:47,110271831,0,e5b3aa41-fcd7-4dd6-a8f2-d7ecd1cffee2,3.34999990463257,2.2506,45731461,IODP_CHNS_339_U1391A-batch1.eam,3,45853681,374_U1524_run1_wtpct.XLS,0,2.2506,45684261,374_method.mth,0.180000007152557,0,45731481,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-04 18:04:41,110209111,0,5fd6b1ff-aeef-48fd-ab6a-25aab478b984,3.3525,10.8446,45731461,IODP_CHNS_339_U1391A-batch1.eam,18,45731491,374_U1523_run2_wtpct_upload.XLS,0,10.8446,45684261,374_method.mth,0.1790,0,45731481,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-04 14:00:32,110158711,0,5fd6b1ff-aeef-48fd-ab6a-25aab478b984,3.3500,23.6739,45731461,IODP_CHNS_339_U1391A-batch1.eam,7,45731491,374_U1523_run2_wtpct_upload.XLS,0,23.6739,45684261,374_method.mth,0.1800,0,45731481,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-04 13:42:25,110157891,0,5fd6b1ff-aeef-48fd-ab6a-25aab478b984,3.3500,15.5287,45731461,IODP_CHNS_339_U1391A-batch1.eam,6,45731491,374_U1523_run2_wtpct_upload.XLS,0,15.5287,45684261,374_method.mth,0.1800,0,45731481,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-04 13:31:27,110157421,0,5fd6b1ff-aeef-48fd-ab6a-25aab478b984,3.3500,11.1051,45731461,IODP_CHNS_339_U1391A-batch1.eam,5,45731491,374_U1523_run2_wtpct_upload.XLS,0,11.1051,45684261,374_method.mth,0.1800,0,45731481,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-04 13:21:42,110156961,0,5fd6b1ff-aeef-48fd-ab6a-25aab478b984,3.3500,5.5774,45731461,IODP_CHNS_339_U1391A-batch1.eam,4,45731491,374_U1523_run2_wtpct_upload.XLS,0,5.5774,45684261,374_method.mth,0.1800,0,45731481,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-04 12:56:04,110155721,0,5fd6b1ff-aeef-48fd-ab6a-25aab478b984,3.3500,2.0073,45731461,IODP_CHNS_339_U1391A-batch1.eam,3,45731491,374_U1523_run2_wtpct_upload.XLS,0,2.0073,45684261,374_method.mth,0.1800,0,45731481,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-01 14:01:57,110103071,0,ea67b540-0840-4720-b737-1a50db370eff,3.2773,14.0079,45684251,IODP_CHNS_339_U1391A-batch1.eam,31,45684281,374_U1523_run1_wtpct_upload.XLS,0,14.0079,45684261,374_method.mth,0.1744,0,45684271,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-02-01 11:58:45,110102301,0,ea67b540-0840-4720-b737-1a50db370eff,3.3438,12.8207,45684251,IODP_CHNS_339_U1391A-batch1.eam,20,45684281,374_U1523_run1_wtpct_upload.XLS,0,12.8207,45684261,374_method.mth,0.1823,0,45684271,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-31 04:00:05,110080591,0,ea67b540-0840-4720-b737-1a50db370eff,3.3500,19.758,45684251,IODP_CHNS_339_U1391A-batch1.eam,7,45684281,374_U1523_run1_wtpct_upload.XLS,0,19.758,45684261,374_method.mth,0.1800,0,45684271,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-31 03:51:39,110080581,0,ea67b540-0840-4720-b737-1a50db370eff,3.3500,17.7209,45684251,IODP_CHNS_339_U1391A-batch1.eam,6,45684281,374_U1523_run1_wtpct_upload.XLS,0,17.7209,45684261,374_method.mth,0.1800,0,45684271,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-31 03:15:08,110078101,0,ea67b540-0840-4720-b737-1a50db370eff,3.3500,10.4495,45684251,IODP_CHNS_339_U1391A-batch1.eam,5,45684281,374_U1523_run1_wtpct_upload.XLS,0,10.4495,45684261,374_method.mth,0.1800,0,45684271,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-31 03:05:59,110078081,0,ea67b540-0840-4720-b737-1a50db370eff,3.3500,5.7893,45684251,IODP_CHNS_339_U1391A-batch1.eam,4,45684281,374_U1523_run1_wtpct_upload.XLS,0,5.7893,45684261,374_method.mth,0.1800,0,45684271,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-31 02:57:29,110077141,0,ea67b540-0840-4720-b737-1a50db370eff,3.3500,2.1392,45684251,IODP_CHNS_339_U1391A-batch1.eam,3,45684281,374_U1523_run1_wtpct_upload.XLS,0,2.1392,45684261,374_method.mth,0.1800,0,45684271,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-28 01:57:35,110037991,0,15de17e8-8df8-48c2-8b17-987bfd6fa7b5,3.37305498123169,11.771,45573701,IODP_CHNS_339_U1391A-batch1.eam,30,45610621,X374_U1522A_run2_weight.XLS,0,11.771,45352681,374_method.mth,0.178840473294258,0,45448881,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-27 09:34:10,110035381,0,15de17e8-8df8-48c2-8b17-987bfd6fa7b5,3.44930648803711,13.949,45573701,IODP_CHNS_339_U1391A-batch1.eam,19,45610621,X374_U1522A_run2_weight.XLS,0,13.949,45352681,374_method.mth,0.18646676838398,0,45448881,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-26 20:51:15,110012611,0,15de17e8-8df8-48c2-8b17-987bfd6fa7b5,3.34999990463257,20.8505,45573701,IODP_CHNS_339_U1391A-batch1.eam,7,45610621,X374_U1522A_run2_weight.XLS,0,20.8505,45352681,374_method.mth,0.180000007152557,0,45448881,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-26 20:38:51,110012541,0,15de17e8-8df8-48c2-8b17-987bfd6fa7b5,3.34999990463257,16.7933,45573701,IODP_CHNS_339_U1391A-batch1.eam,6,45610621,X374_U1522A_run2_weight.XLS,0,16.7933,45352681,374_method.mth,0.180000007152557,0,45448881,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-26 20:29:49,110012261,0,15de17e8-8df8-48c2-8b17-987bfd6fa7b5,3.34999990463257,11.249,45573701,IODP_CHNS_339_U1391A-batch1.eam,5,45610621,X374_U1522A_run2_weight.XLS,0,11.249,45352681,374_method.mth,0.180000007152557,0,45448881,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-26 20:22:05,110011741,0,15de17e8-8df8-48c2-8b17-987bfd6fa7b5,3.34999990463257,5.7083,45573701,IODP_CHNS_339_U1391A-batch1.eam,4,45610621,X374_U1522A_run2_weight.XLS,0,5.7083,45352681,374_method.mth,0.180000007152557,0,45448881,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-26 20:13:42,110011241,0,15de17e8-8df8-48c2-8b17-987bfd6fa7b5,3.34999990463257,1.5767,45573701,IODP_CHNS_339_U1391A-batch1.eam,3,45610621,X374_U1522A_run2_weight.XLS,0,1.5767,45352681,374_method.mth,0.180000007152557,0,45448881,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-26 09:26:39,109997961,0,1ac82980-8a88-47ce-927f-873866ffaecc,3.28517293930054,11.9035,45573701,IODP_CHNS_339_U1391A-batch1.eam,1,45573731,X374_U1522A_run1_weight.XLS,0,11.9035,45352681,374_method.mth,0.194684684276581,0,45448881,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-25 22:41:52,109968381,0,1ac82980-8a88-47ce-927f-873866ffaecc,3.40624904632568,12.1819,45573701,IODP_CHNS_339_U1391A-batch1.eam,32,45573731,X374_U1522A_run1_weight.XLS,0,12.1819,45352681,374_method.mth,0.175855681300163,0,45448881,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-25 04:39:33,109941351,0,1ac82980-8a88-47ce-927f-873866ffaecc,3.35049176216126,10.2884,45573701,IODP_CHNS_339_U1391A-batch1.eam,19,45573731,X374_U1522A_run1_weight.XLS,0,10.2884,45352681,374_method.mth,0.17546321451664,0,45448881,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-25 01:14:30,109933411,0,1ac82980-8a88-47ce-927f-873866ffaecc,3.34999990463257,20.1942,45573701,IODP_CHNS_339_U1391A-batch1.eam,7,45573731,X374_U1522A_run1_weight.XLS,0,20.1942,45352681,374_method.mth,0.180000007152557,0,45448881,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-25 01:02:18,109932941,0,1ac82980-8a88-47ce-927f-873866ffaecc,3.34999990463257,14.4737,45573701,IODP_CHNS_339_U1391A-batch1.eam,6,45573731,X374_U1522A_run1_weight.XLS,0,14.4737,45352681,374_method.mth,0.180000007152557,0,45448881,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-25 00:52:05,109932851,0,1ac82980-8a88-47ce-927f-873866ffaecc,3.34999990463257,10.9118,45573701,IODP_CHNS_339_U1391A-batch1.eam,5,45573731,X374_U1522A_run1_weight.XLS,0,10.9118,45352681,374_method.mth,0.180000007152557,0,45448881,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-25 00:35:28,109932771,0,1ac82980-8a88-47ce-927f-873866ffaecc,3.34999990463257,6.238,45573701,IODP_CHNS_339_U1391A-batch1.eam,4,45573731,X374_U1522A_run1_weight.XLS,0,6.238,45352681,374_method.mth,0.180000007152557,0,45448881,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-25 00:23:20,109932551,0,1ac82980-8a88-47ce-927f-873866ffaecc,3.34999990463257,2.874,45573701,IODP_CHNS_339_U1391A-batch1.eam,3,45573731,X374_U1522A_run1_weight.XLS,0,2.874,45352681,374_method.mth,0.180000007152557,0,45448881,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-22 02:48:19,109877541,0,837654be-9a59-4778-b584-b39116010a02,3.37026238441467,11.3608,45325751,IODP_CHNS_339_U1391A-batch1.eam,42,45446401,X374_U1521A_run3_weight.XLS,0,11.3608,45352681,374_method.mth,0.171344205737114,0,45446391,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-22 00:41:08,109833911,0,837654be-9a59-4778-b584-b39116010a02,3.33394265174866,10.7775,45325751,IODP_CHNS_339_U1391A-batch1.eam,31,45446401,X374_U1521A_run3_weight.XLS,0,10.7775,45352681,374_method.mth,0.166493251919746,0,45446391,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-21 10:17:55,109830001,0,837654be-9a59-4778-b584-b39116010a02,3.33065390586853,10.8475,45325751,IODP_CHNS_339_U1391A-batch1.eam,19,45446401,X374_U1521A_run3_weight.XLS,0,10.8475,45352681,374_method.mth,0.16941337287426,0,45446391,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-21 06:43:06,109822931,0,837654be-9a59-4778-b584-b39116010a02,3.34999990463257,20.7678,45325751,IODP_CHNS_339_U1391A-batch1.eam,7,45446401,X374_U1521A_run3_weight.XLS,0,20.7678,45352681,374_method.mth,0.180000007152557,0,45446391,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-21 06:29:38,109822791,0,837654be-9a59-4778-b584-b39116010a02,3.34999990463257,10.1715,45325751,IODP_CHNS_339_U1391A-batch1.eam,5,45446401,X374_U1521A_run3_weight.XLS,0,10.1715,45352681,374_method.mth,0.180000007152557,0,45446391,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-21 06:16:26,109822661,0,837654be-9a59-4778-b584-b39116010a02,3.34999990463257,14.8824,45325751,IODP_CHNS_339_U1391A-batch1.eam,6,45446401,X374_U1521A_run3_weight.XLS,0,14.8824,45352681,374_method.mth,0.180000007152557,0,45446391,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-21 05:50:26,109821341,0,837654be-9a59-4778-b584-b39116010a02,3.34999990463257,6.4031,45325751,IODP_CHNS_339_U1391A-batch1.eam,4,45446401,X374_U1521A_run3_weight.XLS,0,6.4031,45352681,374_method.mth,0.180000007152557,0,45446391,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-21 05:35:46,109821281,0,837654be-9a59-4778-b584-b39116010a02,3.34999990463257,2.1352,45325751,IODP_CHNS_339_U1391A-batch1.eam,3,45446401,X374_U1521A_run3_weight.XLS,0,2.1352,45352681,374_method.mth,0.180000007152557,0,45446391,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-19 17:42:46,109762651,0,0362e750-2c59-483e-a1fb-74f57f78d437,3.3516,11.0549,45325751,IODP_CHNS_339_U1391A-batch1.eam,1,45352701,X374_U1521A_run2_weight_upload.XLS,0,11.0549,45352681,374_method.mth,0.1860,0,45352691,374_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-19 14:53:50,109759851,0,6c237332-b6a6-450e-8112-ad82e4bfa53b,2060546,13.074,45325751,IODP_CHNS_339_U1391A-batch1.eam,,45325781,X374_U1521A_run1_area.XLS,0,,45325761,372_method.mth,51991,0,45325771,372_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-18 22:44:19,109729441,0,6c237332-b6a6-450e-8112-ad82e4bfa53b,2048528.75,12.3925,45325751,IODP_CHNS_339_U1391A-batch1.eam,33,45325781,X374_U1521A_run1_area.XLS,0,12.3925,45325761,372_method.mth,50159.15625,0,45325771,372_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-18 09:35:43,109708091,0,6c237332-b6a6-450e-8112-ad82e4bfa53b,3009708.5,19.2156,45325751,IODP_CHNS_339_U1391A-batch1.eam,7,45325781,X374_U1521A_run1_area.XLS,0,19.2156,45325761,372_method.mth,74985,0,45325771,372_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-18 08:45:16,109706881,0,6c237332-b6a6-450e-8112-ad82e4bfa53b,1341590,8.9555,45325751,IODP_CHNS_339_U1391A-batch1.eam,5,45325781,X374_U1521A_run1_area.XLS,0,8.9555,45325761,372_method.mth,39505,0,45325771,372_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-18 08:31:55,109706741,0,6c237332-b6a6-450e-8112-ad82e4bfa53b,2050142.5,12.9327,45325751,IODP_CHNS_339_U1391A-batch1.eam,6,45325781,X374_U1521A_run1_area.XLS,0,12.9327,45325761,372_method.mth,52865,0,45325771,372_method.SUM
QAQC-CHEMLABSOLID-Sediment StandardsA-2704,PWDR7837591,CHNS,2018-01-18 08:17:32,109706201,0,6c237332-b6a6-450e-8112-ad82e4bfa53b,897779,5.478,45325751,IODP_CHNS_339_U1391A-batch1.eam,4,45325781,X374_U1521A_run1_area.XLS,0,5.478,45325761,372_method.mth,29383.5,0,45325771,372_method.SUM
